Date,CloudProvider,Service,Region,Resource,UsageType,UsageQuantity,UnitCost,TotalCost,IsAnomaly
2025-10-09,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,21.7,0.35,7.5953,0
2025-10-09,AWS,RDS,ap-southeast-1,prod-db-cluster-primary,InstanceUsage:db.m5.large,22.97,0.38,8.7274,0
2025-10-09,AWS,RDS,us-east-1,prod-db-cluster-primary,InstanceUsage:db.m5.large,23.4,0.38,8.8902,0
2025-10-09,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,19.51,0.192,3.7462,0
2025-10-09,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,19.65,0.192,3.7721,0
2025-10-09,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,19.96,0.194,3.8727,0
2025-10-10,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,20.07,0.192,3.8542,0
2025-10-10,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,21.56,0.194,4.1827,0
2025-10-10,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,19.64,0.194,3.8092,0
2025-10-10,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,1289.53,0.02,25.7906,0
2025-10-10,AWS,EC2,us-west-2,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,20.82,0.1664,3.464,0
2025-10-10,AWS,RDS,eu-west-1,analytics-read-replica,InstanceUsage:db.m5.large,22.32,0.38,8.4809,0
2025-10-10,AWS,S3,us-east-1,user-media-storage-bucket,StandardStorage-GB,340.68,0.023,7.8355,0
2025-10-10,AWS,EC2,eu-west-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,19.47,0.1664,3.2399,0
2025-10-10,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,1305.11,0.02,26.1022,0
2025-10-10,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,589.22,0.02,11.7844,0
2025-10-10,AWS,S3,eu-west-1,app-logs-archive,StandardStorage-GB,721.57,0.023,16.5961,0
2025-10-10,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1368.91,0.02,27.3781,0
2025-10-10,AWS,Lambda,eu-west-1,image-resizer-worker,RequestCount,117786.39,2e-07,0.0236,0
2025-10-10,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,22.55,0.194,4.3755,0
2025-10-11,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,21.67,0.38,8.2361,0
2025-10-11,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,21.32,0.194,4.1363,0
2025-10-11,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,21.32,0.194,4.1364,0
2025-10-11,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.79,0.35,7.9768,0
2025-10-11,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,20.49,0.194,3.9747,0
2025-10-11,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,23.4,0.35,8.1916,0
2025-10-11,AWS,EBS,ap-southeast-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,380.54,0.08,30.4431,0
2025-10-11,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1172.45,0.02,23.4491,0
2025-10-11,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,914.69,0.02,18.2937,0
2025-10-11,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,21.57,0.194,4.1847,0
2025-10-11,AWS,Lambda,eu-west-1,event-processor,RequestCount,470187.37,2e-07,0.094,0
2025-10-11,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,23.31,0.35,8.1599,0
2025-10-11,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,22.61,0.194,4.3862,0
2025-10-11,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,21.5,0.35,7.5239,0
2025-10-12,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,21.21,0.192,4.073,0
2025-10-12,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,17.61,0.192,3.3813,0
2025-10-12,AWS,S3,us-east-1,app-logs-archive,StandardStorage-GB,725.75,0.023,16.6923,0
2025-10-12,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,22.23,0.35,7.7797,0
2025-10-12,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,19.38,0.192,3.7202,0
2025-10-12,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,20.42,0.35,7.1459,0
2025-10-12,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,23.39,0.192,4.4904,0
2025-10-12,AWS,Lambda,us-west-2,event-processor,RequestCount,187193.67,2e-07,0.0374,0
2025-10-12,AWS,EBS,us-west-2,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,425.66,0.08,34.0531,0
2025-10-12,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,20.15,0.194,3.9097,0
2025-10-12,AWS,EC2,ap-southeast-1,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,21.09,0.1664,3.5087,0
2025-10-12,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,21.32,0.38,8.0999,0
2025-10-12,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,22.66,0.35,7.931,0
2025-10-12,AWS,Lambda,us-east-1,event-processor,RequestCount,531095.03,2e-07,0.1062,0
2025-10-12,AWS,EBS,ap-southeast-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,273.52,0.08,21.8817,0
2025-10-13,AWS,Lambda,ap-southeast-1,image-resizer-worker,RequestCount,286965.67,2e-07,0.0574,0
2025-10-13,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,21.15,0.35,7.4032,0
2025-10-13,AWS,EC2,us-west-2,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,20.76,0.1664,3.4541,0
2025-10-13,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,835.23,0.02,16.7046,0
2025-10-13,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,1342.93,0.02,26.8586,0
2025-10-13,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,21.73,0.194,4.2156,0
2025-10-13,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.14,0.35,7.7481,0
2025-10-13,AWS,EC2,us-east-1,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,24.23,0.1664,4.0312,0
2025-10-13,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,19.97,0.194,3.8738,0
2025-10-13,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,22.7,0.194,4.4047,0
2025-10-13,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.54,0.35,7.8905,0
2025-10-13,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,20.13,0.192,3.865,0
2025-10-13,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,20.38,0.194,3.9529,0
2025-10-13,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,20.87,0.194,4.0483,0
2025-10-13,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,22.91,0.194,4.4443,0
2025-10-13,AWS,EC2,ap-southeast-1,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,22.09,0.1664,3.6753,0
2025-10-14,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,1306.42,0.02,26.1285,0
2025-10-14,AWS,EC2,eu-west-1,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,21.83,0.1664,3.6332,0
2025-10-14,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,20.86,0.192,4.0045,0
2025-10-14,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,932.26,0.02,18.6453,0
2025-10-14,AWS,RDS,eu-west-1,prod-db-cluster-primary,InstanceUsage:db.m5.large,22.14,0.38,8.4137,0
2025-10-14,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,20.28,0.35,7.0991,0
2025-10-14,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,20.92,0.35,7.3223,0
2025-10-14,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,20.59,0.194,3.9939,0
2025-10-14,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,21.51,0.194,4.1724,0
2025-10-14,AWS,EC2,eu-west-1,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,18.74,0.1664,3.1176,0
2025-10-14,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,18.51,0.194,3.5918,0
2025-10-14,AWS,EBS,ap-southeast-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,357.03,0.08,28.5626,0
2025-10-14,AWS,EC2,ap-southeast-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,23.22,0.1664,3.8633,0
2025-10-14,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,21.2,0.192,4.0706,0
2025-10-14,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,21.23,0.194,4.119,0
2025-10-15,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.33,0.35,8.1646,0
2025-10-15,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,22.45,0.192,4.3107,0
2025-10-15,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,21.43,0.192,4.1143,0
2025-10-15,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,21.29,0.194,4.1311,0
2025-10-15,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.85,0.35,8.3458,0
2025-10-15,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,22.46,0.192,4.3115,0
2025-10-15,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,24.9,0.194,4.8304,0
2025-10-15,AWS,EC2,ap-southeast-1,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,20.78,0.1664,3.4574,0
2025-10-15,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,22.52,0.192,4.3235,0
2025-10-15,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,20.22,0.194,3.9234,0
2025-10-15,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,21.43,0.192,4.1137,0
2025-10-15,AWS,Lambda,us-east-1,image-resizer-worker,RequestCount,511111.15,2e-07,0.1022,0
2025-10-15,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,435.23,0.02,8.7047,0
2025-10-15,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,20.4,0.194,3.9574,0
2025-10-15,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,21.98,0.35,7.6922,0
2025-10-15,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,1123.11,0.02,22.4622,0
2025-10-16,AWS,Lambda,eu-west-1,event-processor,RequestCount,275305.29,2e-07,0.0551,0
2025-10-16,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,21.49,0.192,4.1264,0
2025-10-16,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,21.56,0.194,4.1821,0
2025-10-16,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,22.12,0.192,4.2464,0
2025-10-16,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,20.58,0.194,3.9917,0
2025-10-16,AWS,RDS,us-east-1,analytics-read-replica,InstanceUsage:db.m5.large,22.12,0.38,8.4054,0
2025-10-16,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,19.13,0.194,3.7117,0
2025-10-16,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,23.13,0.35,8.0946,0
2025-10-16,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,19.55,0.35,6.843,0
2025-10-16,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.44,0.35,8.2052,0
2025-10-16,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,19.98,0.194,3.8766,0
2025-10-16,AWS,RDS,us-west-2,prod-db-cluster-primary,InstanceUsage:db.m5.large,21.33,0.38,8.1048,0
2025-10-16,AWS,RDS,us-west-2,analytics-read-replica,InstanceUsage:db.m5.large,21.93,0.38,8.332,0
2025-10-16,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,19.19,0.194,3.7231,0
2025-10-17,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,20.11,0.194,3.9007,0
2025-10-17,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,22.73,0.194,4.4102,0
2025-10-17,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,425.83,0.02,8.5167,0
2025-10-17,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,23.25,0.192,4.4646,0
2025-10-17,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,465.1,0.02,9.3019,0
2025-10-17,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.19,0.35,7.7679,0
2025-10-17,AWS,Lambda,us-east-1,auth-token-verifier,RequestCount,486087.19,2e-07,0.0972,0
2025-10-17,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,22.9,0.194,4.443,0
2025-10-17,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,21.5,0.35,7.5261,0
2025-10-17,AWS,Lambda,eu-west-1,event-processor,RequestCount,577942.89,2e-07,0.1156,0
2025-10-17,AWS,EBS,us-west-2,vol-0123456789abcdef0,VolumeUsage.gp3,366.34,0.08,29.3072,0
2025-10-17,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,20.14,0.35,7.0507,0
2025-10-17,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,19.58,0.192,3.7589,0
2025-10-17,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,19.51,0.194,3.7848,0
2025-10-18,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,516.15,0.02,10.3229,0
2025-10-18,AWS,S3,us-east-1,user-media-storage-bucket,StandardStorage-GB,1034.22,0.023,23.787,0
2025-10-18,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1250.61,0.02,25.0122,0
2025-10-18,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.02,0.35,7.3565,0
2025-10-18,AWS,EC2,eu-west-1,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,23.19,0.1664,3.8591,0
2025-10-18,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,23.9,0.194,4.6362,0
2025-10-18,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,21.65,0.38,8.2269,0
2025-10-18,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,19.33,0.192,3.7122,0
2025-10-18,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,18.61,0.192,3.5741,0
2025-10-18,AWS,S3,us-west-2,prod-analytics-data-dump,StandardStorage-GB,834.05,0.023,19.1833,0
2025-10-18,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,24.45,0.35,8.5576,0
2025-10-18,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,21.75,0.35,7.6114,0
2025-10-18,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,19.48,0.35,6.8165,0
2025-10-18,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.01,0.35,7.7035,0
2025-10-18,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,21.93,0.38,8.3322,0
2025-10-18,AWS,S3,us-east-1,app-logs-archive,StandardStorage-GB,718.69,0.023,16.5299,0
2025-10-19,AWS,EC2,eu-west-1,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,22.27,0.1664,3.7053,0
2025-10-19,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,20.14,0.194,3.9076,0
2025-10-19,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,20.46,0.35,7.1624,0
2025-10-19,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,20.08,0.194,3.896,0
2025-10-19,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.91,0.35,7.6688,0
2025-10-19,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,21.09,0.194,4.0905,0
2025-10-19,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,804.44,0.02,16.0887,0
2025-10-19,AWS,EBS,eu-west-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,286.56,0.08,22.9251,0
2025-10-19,AWS,RDS,us-east-1,prod-db-cluster-primary,InstanceUsage:db.m5.large,24.39,0.38,9.2697,0
2025-10-19,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,22.55,0.194,4.3754,0
2025-10-19,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,20.02,0.194,3.8832,0
2025-10-19,AWS,Lambda,eu-west-1,event-processor,RequestCount,104609.39,2e-07,0.0209,0
2025-10-19,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,18.8,0.192,3.61,0
2025-10-19,AWS,EBS,eu-west-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,348.86,0.08,27.9085,0
2025-10-19,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,21.97,0.194,4.2622,0
2025-10-19,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,19.3,0.192,3.7047,0
2025-10-20,AWS,EC2,eu-west-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,18.58,0.1664,3.0922,0
2025-10-20,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,846.73,0.02,16.9346,0
2025-10-20,AWS,EBS,ap-southeast-1,vol-0123456789abcdef0,VolumeUsage.gp3,474.52,0.08,37.9616,0
2025-10-20,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,20.86,0.194,4.0461,0
2025-10-20,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,18.86,0.194,3.658,0
2025-10-20,AWS,EBS,ap-southeast-1,vol-0123456789abcdef0,VolumeUsage.gp3,331.16,0.08,26.4929,0
2025-10-20,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,19.52,0.192,3.7469,0
2025-10-20,AWS,EBS,eu-west-1,vol-0123456789abcdef0,VolumeUsage.gp3,383.54,0.08,30.6831,0
2025-10-20,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,21.58,0.192,4.143,0
2025-10-20,AWS,EBS,ap-southeast-1,vol-0123456789abcdef0,VolumeUsage.gp3,461.69,0.08,36.9353,0
2025-10-20,AWS,EBS,us-east-1,vol-0123456789abcdef0,VolumeUsage.gp3,119.4,0.08,9.5522,0
2025-10-20,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,18.94,0.192,3.6371,0
2025-10-20,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,1065.33,0.02,21.3066,0
2025-10-20,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,22.25,0.192,4.2714,0
2025-10-21,AWS,RDS,us-east-1,prod-db-cluster-primary,InstanceUsage:db.m5.large,23.89,0.38,9.0768,0
2025-10-21,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,992.49,0.02,19.8498,0
2025-10-21,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,21.73,0.194,4.2158,0
2025-10-21,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,23.16,0.35,8.1075,0
2025-10-21,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.14,0.35,7.3978,0
2025-10-21,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,1486.41,0.02,29.7282,0
2025-10-21,AWS,S3,ap-southeast-1,app-logs-archive,StandardStorage-GB,661.68,0.023,15.2187,0
2025-10-21,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,24.65,0.194,4.7822,0
2025-10-21,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,18.62,0.194,3.6114,0
2025-10-21,AWS,EBS,us-east-1,vol-0123456789abcdef0,VolumeUsage.gp3,242.65,0.08,19.4116,0
2025-10-21,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,578.9,0.02,11.5781,0
2025-10-21,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,1032.56,0.02,20.6513,0
2025-10-21,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,22.61,0.192,4.3417,0
2025-10-21,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,24.14,0.38,9.1717,0
2025-10-21,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.34,0.35,7.8182,0
2025-10-21,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.79,0.35,8.3276,0
2025-10-22,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,19.62,0.35,6.8659,0
2025-10-22,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,20.03,0.194,3.8856,0
2025-10-22,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,21.34,0.35,7.4687,0
2025-10-22,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,20.55,0.192,3.9465,0
2025-10-22,AWS,RDS,us-west-2,analytics-read-replica,InstanceUsage:db.m5.large,20.72,0.38,7.8751,0
2025-10-22,AWS,S3,eu-west-1,user-media-storage-bucket,StandardStorage-GB,1161.81,0.023,26.7217,0
2025-10-22,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.16,0.35,8.1045,0
2025-10-22,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,24.44,0.38,9.2887,0
2025-10-22,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,24.01,0.35,8.4038,0
2025-10-22,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,23.99,0.192,4.6058,0
2025-10-22,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,21.36,0.192,4.1005,0
2025-10-22,AWS,EBS,us-west-2,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,475.42,0.08,38.034,0
2025-10-22,AWS,EBS,eu-west-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,246.53,0.08,19.7224,0
2025-10-22,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,20.89,0.192,4.0101,0
2025-10-23,AWS,Lambda,us-east-1,event-processor,RequestCount,208240.67,2e-07,0.0416,0
2025-10-23,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.75,0.35,7.6135,0
2025-10-23,AWS,Lambda,us-east-1,auth-token-verifier,RequestCount,380623.74,2e-07,0.0761,0
2025-10-23,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.52,0.35,7.5337,0
2025-10-23,AWS,EBS,us-west-2,vol-0123456789abcdef0,VolumeUsage.gp3,400.14,0.08,32.0111,0
2025-10-23,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,20.44,0.35,7.1554,0
2025-10-23,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.36,0.35,7.4771,0
2025-10-23,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,20.89,0.35,7.3115,0
2025-10-23,AWS,Lambda,us-east-1,event-processor,RequestCount,454212.98,2e-07,0.0908,0
2025-10-23,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,20.74,0.192,3.982,0
2025-10-23,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,473.31,0.02,9.4663,0
2025-10-23,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,987.27,0.02,19.7454,0
2025-10-23,AWS,EC2,us-west-2,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,21.11,0.1664,3.5135,0
2025-10-23,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,24.94,0.35,8.7276,0
2025-10-24,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,22.77,0.194,4.4178,0
2025-10-24,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,19.75,0.35,6.9128,0
2025-10-24,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,19.89,0.192,3.8185,0
2025-10-24,AWS,RDS,us-west-2,prod-db-cluster-primary,InstanceUsage:db.m5.large,23.49,0.38,8.9269,0
2025-10-24,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,22.19,0.192,4.2602,0
2025-10-24,AWS,S3,us-west-2,user-media-storage-bucket,StandardStorage-GB,375.58,0.023,8.6383,0
2025-10-24,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,24.11,0.194,4.6782,0
2025-10-24,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1314.31,0.02,26.2863,0
2025-10-24,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,1276.62,0.02,25.5323,0
2025-10-24,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,1374.13,0.02,27.4826,0
2025-10-24,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,1362.2,0.02,27.2441,0
2025-10-24,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,23.37,0.194,4.5329,0
2025-10-24,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.33,0.35,7.4647,0
2025-10-24,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,19.29,0.192,3.7031,0
2025-10-24,AWS,RDS,us-west-2,analytics-read-replica,InstanceUsage:db.m5.large,20.83,0.38,7.914,0
2025-10-25,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,18.89,0.192,3.6265,0
2025-10-25,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,18.95,0.194,3.6766,0
2025-10-25,Azure,Azure Storage,eastus,stbackupdata002,BlobStorage-GB,402.35,0.02,8.0471,0
